tempus_interval_time,C_forecast_electricity_price_current_hh [$/MWh],C_forecast_electricity_price_next_hh [$/MWh],C_minute
2018-05-27 01:35:00,35.99,24.92,35
2018-05-27 01:40:00,35.99,24.92,40
2018-05-27 01:45:00,35.99,24.92,45
2018-05-27 01:50:00,35.99,24.92,50
2018-05-27 01:55:00,35.99,24.92,55
2018-05-27 02:00:00,24.92,21.37,0
2018-05-27 02:05:00,24.92,21.37,5
2018-05-27 02:10:00,24.92,21.37,10
2018-05-27 02:15:00,24.92,21.37,15
2018-05-27 02:20:00,24.92,21.37,20
2018-05-27 02:25:00,24.92,21.37,25
2018-05-27 02:30:00,21.37,21.83,30
2018-05-27 02:35:00,21.37,21.83,35
2018-05-27 02:40:00,21.37,21.83,40
2018-05-27 02:45:00,21.37,21.83,45
2018-05-27 02:50:00,21.37,21.83,50
2018-05-27 02:55:00,21.37,21.83,55
2018-05-27 03:00:00,21.83,21.72,0
2018-05-27 03:05:00,21.83,21.72,5
2018-05-27 03:10:00,21.83,21.72,10
2018-05-27 03:15:00,21.83,21.72,15
2018-05-27 03:20:00,21.83,21.72,20
2018-05-27 03:25:00,21.83,21.72,25
2018-05-27 03:30:00,21.72,20.8,30
2018-05-27 03:35:00,21.72,20.8,35
2018-05-27 03:40:00,21.72,20.8,40
2018-05-27 03:45:00,21.72,20.8,45
2018-05-27 03:50:00,21.72,20.8,50
2018-05-27 03:55:00,21.72,20.8,55
2018-05-27 04:00:00,20.8,16.09,0
2018-05-27 04:05:00,20.8,16.09,5
2018-05-27 04:10:00,20.8,16.09,10
2018-05-27 04:15:00,20.8,16.09,15
2018-05-27 04:20:00,20.8,16.09,20
2018-05-27 04:25:00,20.8,16.09,25
2018-05-27 04:30:00,16.09,12.97,30
2018-05-27 04:35:00,16.09,12.97,35
2018-05-27 04:40:00,16.09,12.97,40
2018-05-27 04:45:00,16.09,12.97,45
2018-05-27 04:50:00,16.09,12.97,50
2018-05-27 04:55:00,16.09,12.97,55
2018-05-27 05:00:00,12.97,20.26,0
2018-05-27 05:05:00,12.97,20.26,5
2018-05-27 05:10:00,12.97,20.26,10
2018-05-27 05:15:00,12.97,20.26,15
2018-05-27 05:20:00,12.97,20.26,20
2018-05-27 05:25:00,12.97,20.26,25
2018-05-27 05:30:00,20.26,18.46,30
2018-05-27 05:35:00,20.26,18.46,35
2018-05-27 05:40:00,20.26,18.46,40
2018-05-27 05:45:00,20.26,18.46,45
2018-05-27 05:50:00,20.26,18.46,50
2018-05-27 05:55:00,20.26,18.46,55
2018-05-27 06:00:00,18.46,21.68,0
2018-05-27 06:05:00,18.46,21.68,5
2018-05-27 06:10:00,18.46,21.68,10
2018-05-27 06:15:00,18.46,21.68,15
2018-05-27 06:20:00,18.46,21.68,20
2018-05-27 06:25:00,18.46,21.68,25
2018-05-27 06:30:00,21.68,19.48,30
2018-05-27 06:35:00,21.68,19.48,35
2018-05-27 06:40:00,21.68,19.48,40
2018-05-27 06:45:00,21.68,19.48,45
2018-05-27 06:50:00,21.68,19.48,50
2018-05-27 06:55:00,21.68,19.48,55
2018-05-27 07:00:00,19.48,25.21,0
2018-05-27 07:05:00,19.48,25.21,5
2018-05-27 07:10:00,19.48,25.21,10
2018-05-27 07:15:00,19.48,25.21,15
2018-05-27 07:20:00,19.48,25.21,20
2018-05-27 07:25:00,19.48,25.21,25
2018-05-27 07:30:00,25.21,45.43,30
2018-05-27 07:35:00,25.21,45.43,35
2018-05-27 07:40:00,25.21,45.43,40
2018-05-27 07:45:00,25.21,45.43,45
2018-05-27 07:50:00,25.21,45.43,50
2018-05-27 07:55:00,25.21,45.43,55
2018-05-27 08:00:00,45.43,50.96,0
2018-05-27 08:05:00,45.43,50.96,5
2018-05-27 08:10:00,45.43,50.96,10
2018-05-27 08:15:00,45.43,50.96,15
2018-05-27 08:20:00,45.43,50.96,20
2018-05-27 08:25:00,45.43,50.96,25
2018-05-27 08:30:00,50.96,51.63,30
2018-05-27 08:35:00,50.96,51.63,35
2018-05-27 08:40:00,50.96,51.63,40
2018-05-27 08:45:00,50.96,51.63,45
2018-05-27 08:50:00,50.96,51.63,50
2018-05-27 08:55:00,50.96,51.63,55
2018-05-27 09:00:00,51.63,46.4,0
2018-05-27 09:05:00,51.63,46.4,5
2018-05-27 09:10:00,51.63,46.4,10
2018-05-27 09:15:00,51.63,46.4,15
2018-05-27 09:20:00,51.63,46.4,20
2018-05-27 09:25:00,51.63,46.4,25
2018-05-27 09:30:00,46.4,56.66,30
2018-05-27 09:35:00,46.4,56.66,35
2018-05-27 09:40:00,46.4,56.66,40
2018-05-27 09:45:00,46.4,56.66,45
2018-05-27 09:50:00,46.4,56.66,50
2018-05-27 09:55:00,46.4,56.66,55
2018-05-27 10:00:00,56.66,66.11,0
2018-05-27 10:05:00,56.66,66.11,5
2018-05-27 10:10:00,56.66,66.11,10
2018-05-27 10:15:00,56.66,66.11,15
2018-05-27 10:20:00,56.66,66.11,20
2018-05-27 10:25:00,56.66,66.11,25
2018-05-27 10:30:00,66.11,68.91,30
2018-05-27 10:35:00,66.11,68.91,35
2018-05-27 10:40:00,66.11,68.91,40
2018-05-27 10:45:00,66.11,68.91,45
2018-05-27 10:50:00,66.11,68.91,50
2018-05-27 10:55:00,66.11,68.91,55
2018-05-27 11:00:00,68.91,78.63,0
2018-05-27 11:05:00,68.91,78.63,5
2018-05-27 11:10:00,68.91,78.63,10
2018-05-27 11:15:00,68.91,78.63,15
2018-05-27 11:20:00,68.91,78.63,20
2018-05-27 11:25:00,68.91,78.63,25
2018-05-27 11:30:00,78.63,78.15,30
2018-05-27 11:35:00,78.63,78.15,35
2018-05-27 11:40:00,78.63,78.15,40
2018-05-27 11:45:00,78.63,78.15,45
2018-05-27 11:50:00,78.63,78.15,50
2018-05-27 11:55:00,78.63,78.15,55
2018-05-27 12:00:00,78.15,71.71,0
2018-05-27 12:05:00,78.15,71.71,5
2018-05-27 12:10:00,78.15,71.71,10
2018-05-27 12:15:00,78.15,71.71,15
2018-05-27 12:20:00,78.15,71.71,20
2018-05-27 12:25:00,78.15,71.71,25
2018-05-27 12:30:00,71.71,72.01,30
2018-05-27 12:35:00,71.71,72.01,35
2018-05-27 12:40:00,71.71,72.01,40
2018-05-27 12:45:00,71.71,72.01,45
2018-05-27 12:50:00,71.71,72.01,50
2018-05-27 12:55:00,71.71,72.01,55
2018-05-27 13:00:00,72.01,67.61,0
2018-05-27 13:05:00,72.01,67.61,5
2018-05-27 13:10:00,72.01,67.61,10
2018-05-27 13:15:00,72.01,67.61,15
2018-05-27 13:20:00,72.01,67.61,20
2018-05-27 13:25:00,72.01,67.61,25
2018-05-27 13:30:00,67.61,64.44,30
2018-05-27 13:35:00,67.61,64.44,35
2018-05-27 13:40:00,67.61,64.44,40
2018-05-27 13:45:00,67.61,64.44,45
2018-05-27 13:50:00,67.61,64.44,50
2018-05-27 13:55:00,67.61,64.44,55
2018-05-27 14:00:00,64.44,62.01,0
2018-05-27 14:05:00,64.44,62.01,5
2018-05-27 14:10:00,64.44,62.01,10
2018-05-27 14:15:00,64.44,62.01,15
2018-05-27 14:20:00,64.44,62.01,20
2018-05-27 14:25:00,64.44,62.01,25
2018-05-27 14:30:00,62.01,58.64,30
2018-05-27 14:35:00,62.01,58.64,35
2018-05-27 14:40:00,62.01,58.64,40
2018-05-27 14:45:00,62.01,58.64,45
2018-05-27 14:50:00,62.01,58.64,50
2018-05-27 14:55:00,62.01,58.64,55
2018-05-27 15:00:00,58.64,59.14,0
2018-05-27 15:05:00,58.64,59.14,5
2018-05-27 15:10:00,58.64,59.14,10
2018-05-27 15:15:00,58.64,59.14,15
2018-05-27 15:20:00,58.64,59.14,20
2018-05-27 15:25:00,58.64,59.14,25
2018-05-27 15:30:00,59.14,67.4,30
2018-05-27 15:35:00,59.14,67.4,35
2018-05-27 15:40:00,59.14,67.4,40
2018-05-27 15:45:00,59.14,67.4,45
2018-05-27 15:50:00,59.14,67.4,50
2018-05-27 15:55:00,59.14,67.4,55
2018-05-27 16:00:00,67.4,77.81,0
2018-05-27 16:05:00,67.4,77.81,5
2018-05-27 16:10:00,67.4,77.81,10
2018-05-27 16:15:00,67.4,77.81,15
2018-05-27 16:20:00,67.4,77.81,20
2018-05-27 16:25:00,67.4,77.81,25
2018-05-27 16:30:00,77.81,85.13,30
2018-05-27 16:35:00,77.81,85.13,35
2018-05-27 16:40:00,77.81,85.13,40
2018-05-27 16:45:00,77.81,85.13,45
2018-05-27 16:50:00,77.81,85.13,50
2018-05-27 16:55:00,77.81,85.13,55
2018-05-27 17:00:00,85.13,87.0,0
2018-05-27 17:05:00,85.13,87.0,5
2018-05-27 17:10:00,85.13,87.0,10
2018-05-27 17:15:00,85.13,87.0,15
2018-05-27 17:20:00,85.13,87.0,20
2018-05-27 17:25:00,85.13,87.0,25
2018-05-27 17:30:00,87.0,88.67,30
2018-05-27 17:35:00,87.0,88.67,35
2018-05-27 17:40:00,87.0,88.67,40
2018-05-27 17:45:00,87.0,88.67,45
2018-05-27 17:50:00,87.0,88.67,50
2018-05-27 17:55:00,87.0,88.67,55
2018-05-27 18:00:00,88.67,86.31,0
2018-05-27 18:05:00,88.67,86.31,5
2018-05-27 18:10:00,88.67,86.31,10
2018-05-27 18:15:00,88.67,86.31,15
2018-05-27 18:20:00,88.67,86.31,20
2018-05-27 18:25:00,88.67,86.31,25
2018-05-27 18:30:00,86.31,78.46,30
2018-05-27 18:35:00,86.31,78.46,35
2018-05-27 18:40:00,86.31,78.46,40
2018-05-27 18:45:00,86.31,78.46,45
2018-05-27 18:50:00,86.31,78.46,50
2018-05-27 18:55:00,86.31,78.46,55
2018-05-27 19:00:00,78.46,72.74,0
2018-05-27 19:05:00,78.46,72.74,5
2018-05-27 19:10:00,78.46,72.74,10
2018-05-27 19:15:00,78.46,72.74,15
2018-05-27 19:20:00,78.46,72.74,20
2018-05-27 19:25:00,78.46,72.74,25
2018-05-27 19:30:00,72.74,75.31,30
2018-05-27 19:35:00,72.74,75.31,35
2018-05-27 19:40:00,72.74,75.31,40
2018-05-27 19:45:00,72.74,75.31,45
2018-05-27 19:50:00,72.74,75.31,50
2018-05-27 19:55:00,72.74,75.31,55
2018-05-27 20:00:00,75.31,74.47,0
2018-05-27 20:05:00,75.31,74.47,5
2018-05-27 20:10:00,75.31,74.47,10
2018-05-27 20:15:00,75.31,74.47,15
2018-05-27 20:20:00,75.31,74.47,20
2018-05-27 20:25:00,75.31,74.47,25
2018-05-27 20:30:00,74.47,62.07,30
2018-05-27 20:35:00,74.47,62.07,35
2018-05-27 20:40:00,74.47,62.07,40
2018-05-27 20:45:00,74.47,62.07,45
2018-05-27 20:50:00,74.47,62.07,50
2018-05-27 20:55:00,74.47,62.07,55
2018-05-27 21:00:00,62.07,51.37,0
2018-05-27 21:05:00,62.07,51.37,5
2018-05-27 21:10:00,62.07,51.37,10
2018-05-27 21:15:00,62.07,51.37,15
2018-05-27 21:20:00,62.07,51.37,20
2018-05-27 21:25:00,62.07,51.37,25
2018-05-27 21:30:00,51.37,50.82,30
2018-05-27 21:35:00,51.37,50.82,35
2018-05-27 21:40:00,51.37,50.82,40
2018-05-27 21:45:00,51.37,50.82,45
2018-05-27 21:50:00,51.37,50.82,50
2018-05-27 21:55:00,51.37,50.82,55
2018-05-27 22:00:00,50.82,50.57,0
2018-05-27 22:05:00,50.82,50.57,5
2018-05-27 22:10:00,50.82,50.57,10
2018-05-27 22:15:00,50.82,50.57,15
2018-05-27 22:20:00,50.82,50.57,20
2018-05-27 22:25:00,50.82,50.57,25
2018-05-27 22:30:00,50.57,51.99,30
2018-05-27 22:35:00,50.57,51.99,35
2018-05-27 22:40:00,50.57,51.99,40
2018-05-27 22:45:00,50.57,51.99,45
2018-05-27 22:50:00,50.57,51.99,50
2018-05-27 22:55:00,50.57,51.99,55
2018-05-27 23:00:00,51.99,54.48,0
2018-05-27 23:05:00,51.99,54.48,5
2018-05-27 23:10:00,51.99,54.48,10
2018-05-27 23:15:00,51.99,54.48,15
2018-05-27 23:20:00,51.99,54.48,20
2018-05-27 23:25:00,51.99,54.48,25
2018-05-27 23:30:00,54.48,54.53,30
2018-05-27 23:35:00,54.48,54.53,35
2018-05-27 23:40:00,54.48,54.53,40
2018-05-27 23:45:00,54.48,54.53,45
2018-05-27 23:50:00,54.48,54.53,50
2018-05-27 23:55:00,54.48,54.53,55
2018-05-28 00:00:00,54.53,54.26,0
2018-05-28 00:05:00,54.53,54.26,5
2018-05-28 00:10:00,54.53,54.26,10
2018-05-28 00:15:00,54.53,54.26,15
2018-05-28 00:20:00,54.53,54.26,20
2018-05-28 00:25:00,54.53,54.26,25
2018-05-28 00:30:00,54.26,50.29,30
2018-05-28 00:35:00,54.26,50.29,35
2018-05-28 00:40:00,54.26,50.29,40
2018-05-28 00:45:00,54.26,50.29,45
2018-05-28 00:50:00,54.26,50.29,50
2018-05-28 00:55:00,54.26,50.29,55
2018-05-28 01:00:00,50.29,39.69,0
2018-05-28 01:05:00,50.29,39.69,5
2018-05-28 01:10:00,50.29,39.69,10
2018-05-28 01:15:00,50.29,39.69,15
2018-05-28 01:20:00,50.29,39.69,20
2018-05-28 01:25:00,50.29,39.69,25
2018-05-28 01:30:00,39.69,25.06,30
2018-05-28 01:35:00,39.69,25.06,35
2018-05-28 01:40:00,39.69,25.06,40
2018-05-28 01:45:00,39.69,25.06,45
2018-05-28 01:50:00,39.69,25.06,50
2018-05-28 01:55:00,39.69,25.06,55
2018-05-28 02:00:00,25.06,20.85,0
2018-05-28 02:05:00,25.06,20.85,5
2018-05-28 02:10:00,25.06,20.85,10
2018-05-28 02:15:00,25.06,20.85,15
2018-05-28 02:20:00,25.06,20.85,20
2018-05-28 02:25:00,25.06,20.85,25
2018-05-28 02:30:00,20.85,22.2,30
2018-05-28 02:35:00,20.85,22.2,35
2018-05-28 02:40:00,20.85,22.2,40
2018-05-28 02:45:00,20.85,22.2,45
2018-05-28 02:50:00,20.85,22.2,50
2018-05-28 02:55:00,20.85,22.2,55
2018-05-28 03:00:00,22.2,21.32,0
2018-05-28 03:05:00,22.2,21.32,5
2018-05-28 03:10:00,22.2,21.32,10
2018-05-28 03:15:00,22.2,21.32,15
2018-05-28 03:20:00,22.2,21.32,20
2018-05-28 03:25:00,22.2,21.32,25
2018-05-28 03:30:00,21.32,19.2,30
2018-05-28 03:35:00,21.32,19.2,35
2018-05-28 03:40:00,21.32,19.2,40
2018-05-28 03:45:00,21.32,19.2,45
2018-05-28 03:50:00,21.32,19.2,50
2018-05-28 03:55:00,21.32,19.2,55
2018-05-28 04:00:00,19.2,20.51,0
2018-05-28 04:05:00,19.2,20.51,5
2018-05-28 04:10:00,19.2,20.51,10
2018-05-28 04:15:00,19.2,20.51,15
2018-05-28 04:20:00,19.2,20.51,20
2018-05-28 04:25:00,19.2,20.51,25
2018-05-28 04:30:00,20.51,23.22,30
2018-05-28 04:35:00,20.51,23.22,35
2018-05-28 04:40:00,20.51,23.22,40
2018-05-28 04:45:00,20.51,23.22,45
2018-05-28 04:50:00,20.51,23.22,50
2018-05-28 04:55:00,20.51,23.22,55
2018-05-28 05:00:00,23.22,38.2,0
2018-05-28 05:05:00,23.22,38.2,5
2018-05-28 05:10:00,23.22,38.2,10
2018-05-28 05:15:00,23.22,38.2,15
2018-05-28 05:20:00,23.22,38.2,20
2018-05-28 05:25:00,23.22,38.2,25
2018-05-28 05:30:00,38.2,70.47,30
2018-05-28 05:35:00,38.2,70.47,35
2018-05-28 05:40:00,38.2,70.47,40
2018-05-28 05:45:00,38.2,70.47,45
2018-05-28 05:50:00,38.2,70.47,50
2018-05-28 05:55:00,38.2,70.47,55
2018-05-28 06:00:00,70.47,84.23,0
2018-05-28 06:05:00,70.47,84.23,5
2018-05-28 06:10:00,70.47,84.23,10
2018-05-28 06:15:00,70.47,84.23,15
2018-05-28 06:20:00,70.47,84.23,20
2018-05-28 06:25:00,70.47,84.23,25
2018-05-28 06:30:00,84.23,87.25,30
2018-05-28 06:35:00,84.23,87.25,35
2018-05-28 06:40:00,84.23,87.25,40
2018-05-28 06:45:00,84.23,87.25,45
2018-05-28 06:50:00,84.23,87.25,50
2018-05-28 06:55:00,84.23,87.25,55
2018-05-28 07:00:00,87.25,127.44,0
2018-05-28 07:05:00,87.25,127.44,5
2018-05-28 07:10:00,87.25,127.44,10
2018-05-28 07:15:00,87.25,127.44,15
2018-05-28 07:20:00,87.25,127.44,20
2018-05-28 07:25:00,87.25,127.44,25
2018-05-28 07:30:00,127.44,90.82,30
2018-05-28 07:35:00,127.44,90.82,35
2018-05-28 07:40:00,127.44,90.82,40
2018-05-28 07:45:00,127.44,90.82,45
2018-05-28 07:50:00,127.44,90.82,50
2018-05-28 07:55:00,127.44,90.82,55
2018-05-28 08:00:00,90.82,86.18,0
2018-05-28 08:05:00,90.82,86.18,5
2018-05-28 08:10:00,90.82,86.18,10
2018-05-28 08:15:00,90.82,86.18,15
2018-05-28 08:20:00,90.82,86.18,20
2018-05-28 08:25:00,90.82,86.18,25
2018-05-28 08:30:00,86.18,80.69,30
2018-05-28 08:35:00,86.18,80.69,35
2018-05-28 08:40:00,86.18,80.69,40
2018-05-28 08:45:00,86.18,80.69,45
2018-05-28 08:50:00,86.18,80.69,50
2018-05-28 08:55:00,86.18,80.69,55
2018-05-28 09:00:00,80.69,71.85,0
2018-05-28 09:05:00,80.69,71.85,5
2018-05-28 09:10:00,80.69,71.85,10
2018-05-28 09:15:00,80.69,71.85,15
2018-05-28 09:20:00,80.69,71.85,20
2018-05-28 09:25:00,80.69,71.85,25
2018-05-28 09:30:00,71.85,65.46,30
2018-05-28 09:35:00,71.85,65.46,35
2018-05-28 09:40:00,71.85,65.46,40
2018-05-28 09:45:00,71.85,65.46,45
2018-05-28 09:50:00,71.85,65.46,50
2018-05-28 09:55:00,71.85,65.46,55
2018-05-28 10:00:00,65.46,52.84,0
2018-05-28 10:05:00,65.46,52.84,5
2018-05-28 10:10:00,65.46,52.84,10
2018-05-28 10:15:00,65.46,52.84,15
2018-05-28 10:20:00,65.46,52.84,20
2018-05-28 10:25:00,65.46,52.84,25
2018-05-28 10:30:00,52.84,-118.09,30
2018-05-28 10:35:00,52.84,-118.09,35
2018-05-28 10:40:00,52.84,-118.09,40
2018-05-28 10:45:00,52.84,-118.09,45
2018-05-28 10:50:00,52.84,-118.09,50
2018-05-28 10:55:00,52.84,-118.09,55
2018-05-28 11:00:00,-118.09,30.63,0
2018-05-28 11:05:00,-118.09,30.63,5
2018-05-28 11:10:00,-118.09,30.63,10
2018-05-28 11:15:00,-118.09,30.63,15
2018-05-28 11:20:00,-118.09,30.63,20
2018-05-28 11:25:00,-118.09,30.63,25
2018-05-28 11:30:00,30.63,20.34,30
2018-05-28 11:35:00,30.63,20.34,35
2018-05-28 11:40:00,30.63,20.34,40
2018-05-28 11:45:00,30.63,20.34,45
2018-05-28 11:50:00,30.63,20.34,50
2018-05-28 11:55:00,30.63,20.34,55
2018-05-28 12:00:00,20.34,31.35,0
2018-05-28 12:05:00,20.34,31.35,5
2018-05-28 12:10:00,20.34,31.35,10
2018-05-28 12:15:00,20.34,31.35,15
2018-05-28 12:20:00,20.34,31.35,20
2018-05-28 12:25:00,20.34,31.35,25
2018-05-28 12:30:00,31.35,41.13,30
2018-05-28 12:35:00,31.35,41.13,35
2018-05-28 12:40:00,31.35,41.13,40
2018-05-28 12:45:00,31.35,41.13,45
2018-05-28 12:50:00,31.35,41.13,50
2018-05-28 12:55:00,31.35,41.13,55
2018-05-28 13:00:00,41.13,49.57,0
2018-05-28 13:05:00,41.13,49.57,5
2018-05-28 13:10:00,41.13,49.57,10
2018-05-28 13:15:00,41.13,49.57,15
2018-05-28 13:20:00,41.13,49.57,20
2018-05-28 13:25:00,41.13,49.57,25
2018-05-28 13:30:00,49.57,53.04,30
2018-05-28 13:35:00,49.57,53.04,35
2018-05-28 13:40:00,49.57,53.04,40
2018-05-28 13:45:00,49.57,53.04,45
2018-05-28 13:50:00,49.57,53.04,50
2018-05-28 13:55:00,49.57,53.04,55
2018-05-28 14:00:00,53.04,56.84,0
2018-05-28 14:05:00,53.04,56.84,5
2018-05-28 14:10:00,53.04,56.84,10
2018-05-28 14:15:00,53.04,56.84,15
2018-05-28 14:20:00,53.04,56.84,20
2018-05-28 14:25:00,53.04,56.84,25
2018-05-28 14:30:00,56.84,56.74,30
2018-05-28 14:35:00,56.84,56.74,35
2018-05-28 14:40:00,56.84,56.74,40
2018-05-28 14:45:00,56.84,56.74,45
2018-05-28 14:50:00,56.84,56.74,50
2018-05-28 14:55:00,56.84,56.74,55
2018-05-28 15:00:00,56.74,65.53,0
2018-05-28 15:05:00,56.74,65.53,5
2018-05-28 15:10:00,56.74,65.53,10
2018-05-28 15:15:00,56.74,65.53,15
2018-05-28 15:20:00,56.74,65.53,20
2018-05-28 15:25:00,56.74,65.53,25
2018-05-28 15:30:00,65.53,70.28,30
2018-05-28 15:35:00,65.53,70.28,35
2018-05-28 15:40:00,65.53,70.28,40
2018-05-28 15:45:00,65.53,70.28,45
2018-05-28 15:50:00,65.53,70.28,50
2018-05-28 15:55:00,65.53,70.28,55
2018-05-28 16:00:00,70.28,79.35,0
2018-05-28 16:05:00,70.28,79.35,5
2018-05-28 16:10:00,70.28,79.35,10
2018-05-28 16:15:00,70.28,79.35,15
2018-05-28 16:20:00,70.28,79.35,20
2018-05-28 16:25:00,70.28,79.35,25
2018-05-28 16:30:00,79.35,110.02,30
2018-05-28 16:35:00,79.35,110.02,35
2018-05-28 16:40:00,79.35,110.02,40
2018-05-28 16:45:00,79.35,110.02,45
2018-05-28 16:50:00,79.35,110.02,50
2018-05-28 16:55:00,79.35,110.02,55
2018-05-28 17:00:00,110.02,165.35,0
2018-05-28 17:05:00,110.02,165.35,5
2018-05-28 17:10:00,110.02,165.35,10
2018-05-28 17:15:00,110.02,165.35,15
2018-05-28 17:20:00,110.02,165.35,20
2018-05-28 17:25:00,110.02,165.35,25
2018-05-28 17:30:00,165.35,100.15,30
2018-05-28 17:35:00,165.35,100.15,35
2018-05-28 17:40:00,165.35,100.15,40
2018-05-28 17:45:00,165.35,100.15,45
2018-05-28 17:50:00,165.35,100.15,50
2018-05-28 17:55:00,165.35,100.15,55
2018-05-28 18:00:00,100.15,92.59,0
2018-05-28 18:05:00,100.15,92.59,5
2018-05-28 18:10:00,100.15,92.59,10
2018-05-28 18:15:00,100.15,92.59,15
2018-05-28 18:20:00,100.15,92.59,20
2018-05-28 18:25:00,100.15,92.59,25
2018-05-28 18:30:00,92.59,79.58,30
2018-05-28 18:35:00,92.59,79.58,35
2018-05-28 18:40:00,92.59,79.58,40
2018-05-28 18:45:00,92.59,79.58,45
2018-05-28 18:50:00,92.59,79.58,50
2018-05-28 18:55:00,92.59,79.58,55
2018-05-28 19:00:00,79.58,88.23,0
2018-05-28 19:05:00,79.58,88.23,5
2018-05-28 19:10:00,79.58,88.23,10
2018-05-28 19:15:00,79.58,88.23,15
2018-05-28 19:20:00,79.58,88.23,20
2018-05-28 19:25:00,79.58,88.23,25
2018-05-28 19:30:00,88.23,86.89,30
2018-05-28 19:35:00,88.23,86.89,35
2018-05-28 19:40:00,88.23,86.89,40
2018-05-28 19:45:00,88.23,86.89,45
2018-05-28 19:50:00,88.23,86.89,50
2018-05-28 19:55:00,88.23,86.89,55
2018-05-28 20:00:00,86.89,75.99,0
2018-05-28 20:05:00,86.89,75.99,5
2018-05-28 20:10:00,86.89,75.99,10
2018-05-28 20:15:00,86.89,75.99,15
2018-05-28 20:20:00,86.89,75.99,20
2018-05-28 20:25:00,86.89,75.99,25
2018-05-28 20:30:00,75.99,61.24,30
2018-05-28 20:35:00,75.99,61.24,35
2018-05-28 20:40:00,75.99,61.24,40
2018-05-28 20:45:00,75.99,61.24,45
2018-05-28 20:50:00,75.99,61.24,50
2018-05-28 20:55:00,75.99,61.24,55
2018-05-28 21:00:00,61.24,61.17,0
2018-05-28 21:05:00,61.24,61.17,5
2018-05-28 21:10:00,61.24,61.17,10
2018-05-28 21:15:00,61.24,61.17,15
2018-05-28 21:20:00,61.24,61.17,20
